2964258817	2624198400
2964258817	2711742977
2964258817	1620284673
2964258817	2414313482
2964258817	2050806677
2964258817	1712260632
2964258817	1730209691
2964258817	1409100324
2964258817	3008108583
2964258817	2393449770
2964258817	2319133490
2964258817	2375267634
2964258817	2656575033
2964258817	2933134140
2964258817	2807386082
2964258817	2326425807
2964258817	2117284985
2964258817	2631104865
2964258817	2921980130
2964258817	2853377640
2964258817	2624996211
2964258817	2605892342
2964258817	1792172025
2964258817	3109799317
2595618820	1311740084
2595618820	2160794022
2595618820	1802514953
2595618820	1313716912
2595618820	1342829361
2595618820	1959928052
2595618820	1337970873
2595618820	1218353337
2595618820	1871989533
2175270917	1809270140
2250047494	2063844800
2250047494	3862600609
2250047494	2316894947
2250047494	3280382821
2250047494	2488342117
2250047494	2992819814
2250047494	3764987175
2250047494	5626855003
2250047494	2316889835
2250047494	1897483984
2250047494	1505064865
2250047494	3835004947
2250047494	5248340948
2250047494	5658170342
2250047494	1663848024
2250047494	2634421305
2250047494	3764069317
2250047494	1995067452
2250047494	3035382141
2250047494	1795952254
2250047494	2693034271
2414313482	1764783104
2414313482	2935536962
2414313482	3113986531
2414313482	2512894545
2414313482	5066687476
2414313482	3841454156
2414313482	222708940
2414313482	2326425807
2414313482	2962061073
2414313482	3347159282
2414313482	3087734965
2414313482	2662638261
2414313482	5245863766
2414313482	3939525343
2414313482	2623316191
1678802973	3648117440
1678802973	1864388033
1678802973	1971318187
1678802973	2039474372
1678802973	1346293157
1678802973	1911937257
1678802973	1837062475
1678802973	1698253582
1678802973	1990359485
1678802973	2086635601
1678802973	1715755147
1678802973	66973781
1678802973	2008888665
1678802973	3226562841
1678802973	1581979275
1678802973	1771220315
1678802973	1809270140
1678802973	3972876413
1678802973	5537035293
1678802973	1266731385
1827143723	2624198400
1827143723	2711742977
1827143723	1868645890
1827143723	2686906371
1827143723	1343026692
1827143723	3031662982
1827143723	1620284673
1827143723	2779167115
1827143723	1921416721
1827143723	1009223187
1827143723	2494544917
1827143723	2697377302
1827143723	3163993623
1827143723	3840501144
1827143723	1730209691
1827143723	2161129887
1827143723	3852285345
1827143723	2701259682
1827143723	1409100324
1827143723	2088972837
1827143723	1972612903
1827143723	2462042154
1827143723	2829466930
1827143723	2319133490
1827143723	2375267634
1827143723	2927788723
1827143723	1402898484
1827143723	3836512699
1827143723	3613458367
1827143723	3819534660
1827143723	1003312502
1827143723	222708940
1827143723	3841454156
1827143723	3925116621
1827143723	2168803282
1827143723	2532191315
1827143723	1691158103
1827143723	2674629973
1827143723	2682740473
1827143723	1871767003
1827143723	2698769244
1827143723	2269739742
1827143723	2491659641
1827143723	1712260632
1827143723	1876813537
1827143723	1682303225
1827143723	1465194875
1827143723	2717696870
1827143723	3209911782
1827143723	3040883303
1827143723	2711284457
1827143723	3621929194
1827143723	2837228267
1827143723	3188937965
1827143723	1729123310
1827143723	3113986531
1827143723	3483388613
1827143723	2624996211
1827143723	3307112564
1827143723	1596755574
1827143723	1980914935
1827143723	3674244984
1827143723	2117284985
1827143723	2242750587
1827143723	2458026964
1827143723	2393449770
1223491633	1750935067
1223491633	1218353337
1223491633	2306495043
1223491633	1257772393
1223491633	1802514953
2708176964	1823912193
2708176964	2432040613
2708176964	1902042057
2708176964	1342829361
2708176964	2278294291
2708176964	2753450197
2708176964	1718139030
2708176964	1802514953
2708176964	3473335320
2708176964	1337970873
2708176964	1885217980
2708176964	2397485727
2920748385	1337970873
2920748385	1277021021
1846575181	2945029473
1846575181	2652612003
1846575181	1418735813
1846575181	2141303987
1846575181	2711284457
1846575181	2462042154
1846575181	2610323815
1846575181	2349571532
1846575181	2721224525
1846575181	2319133490
1846575181	2375267634
1846575181	3227590483
1846575181	2624996211
1846575181	2242750587
1846575181	2393449770
2505736275	2935898467
2505736275	1909596805
2505736275	2065690833
2505736275	2526114152
2505736275	1053951241
2505736275	2651640907
2505736275	2208473233
2505736275	2307140757
2505736275	1219999947
2505736275	1337970873
2505736275	1315345624
2505736275	2728422073
2505736275	3066309082
2505736275	2623341575
2505736275	1788313694
2680127572	2044538251
2680127572	2011624772
2680127572	2306299515
2680127572	1961237515
2680127572	1901487054
2680127572	1342829361
2680127572	1337970873
2680127572	2365144602
2680127572	1935772347
1835597914	1698253582
1835597914	2091389072
1835597914	5496007697
1835597914	2152980890
1835597914	2392479195
1835597914	1346293157
1835597914	1892775207
1835597914	1971318187
1835597914	3224793390
1835597914	2544303155
1835597914	2119661367
1835597914	1908800315
1835597914	1788060861
1835597914	1804857665
1835597914	2119410934
1835597914	5142648389
1835597914	2720566731
1835597914	1750622924
1835597914	2036308941
1835597914	2838985294
1835597914	1417775182
1835597914	1904090073
1835597914	1771220315
1835597914	1655030885
1835597914	2990462312
1835597914	5085704171
1835597914	1990359485
1835597914	1799227504
1835597914	3173678070
1835597914	1266731385
